,0,1
0,0.40628344,0.59371656
1,0.14869344,0.85130656
2,0.48327827,0.5167217
3,0.04861778,0.9513822
4,0.29343545,0.70656455
5,0.09695977,0.90304023
6,0.38866955,0.61133045
7,0.11961484,0.88038516
8,0.30354434,0.69645566
9,0.50783706,0.4921629
10,0.6595556,0.3404444
11,0.10808927,0.89191073
12,0.33116567,0.6688343
13,0.040536582,0.9594634
14,0.30482793,0.6951721
15,0.7869131,0.21308692
16,0.62910867,0.37089133
17,0.32729024,0.67270976
18,0.37794393,0.62205607
19,0.18736607,0.81263393
20,0.8515421,0.1484579
21,0.026481986,0.973518
22,0.44087797,0.559122
23,0.1593517,0.8406483
24,0.033864915,0.9661351
25,0.97664577,0.02335426
26,0.520103,0.47989705
27,0.2618873,0.7381127
28,0.03206128,0.9679387
29,0.0493989,0.9506011
30,0.17163694,0.82836306
31,0.06050545,0.93949455
32,0.7306659,0.26933405
33,0.083076775,0.9169232
34,0.15395635,0.84604365
35,0.082520485,0.9174795
36,0.6789642,0.3210358
37,0.123532355,0.87646765
38,0.1601854,0.8398146
39,0.26543874,0.73456126
40,0.609439,0.39056098
41,0.5598703,0.4401297
42,0.3147205,0.6852795
43,0.27176243,0.72823757
44,0.11996555,0.88003445
45,0.5760616,0.4239384
46,0.7345551,0.2654449
47,0.2512586,0.7487414
48,0.3743192,0.6256808
49,0.8679541,0.13204591
50,0.89963084,0.10036918
51,0.89312303,0.106876954
52,0.34303755,0.65696245
53,0.5325212,0.4674788
54,0.110426605,0.8895734
55,0.65536714,0.34463286
56,0.031487525,0.9685125
57,0.3358997,0.6641003
58,0.84864557,0.1513544
59,0.38290036,0.61709964
60,0.18816626,0.81183374
61,0.103563964,0.89643604
62,0.85400045,0.14599957
63,0.63791907,0.36208096
64,0.02565825,0.97434175
65,0.11058128,0.8894187
66,0.22150946,0.77849054
67,0.14533174,0.85466826
68,0.6468314,0.3531686
69,0.49364793,0.50635207
70,0.053145766,0.94685423
71,0.12090945,0.87909055
72,0.44693792,0.5530621
73,0.03686446,0.96313554
74,0.17312062,0.8268794
75,0.44182444,0.55817556
76,0.8229395,0.17706046
77,0.60601854,0.3939815
78,0.16704541,0.8329546
79,0.78648967,0.21351035
80,0.9331468,0.06685325
81,0.23612297,0.76387703
82,0.041261196,0.9587388
83,0.39948475,0.60051525
84,0.083919704,0.9160803
85,0.30292428,0.6970757
86,0.37885314,0.62114686
87,0.46167976,0.53832024
88,0.57735616,0.42264384
89,0.024236023,0.975764
90,0.08850896,0.91149104
91,0.10969108,0.8903089
92,0.7349817,0.26501828
93,0.26172203,0.738278
94,0.7805402,0.21945979
95,0.69135624,0.30864376
96,0.43665862,0.5633414
97,0.28859627,0.7114037
98,0.059007943,0.94099206
99,0.7731436,0.22685643
100,0.84876037,0.1512396
101,0.01800257,0.98199743
102,0.15640289,0.8435971
103,0.48837447,0.5116255
104,0.4738618,0.5261382
105,0.936284,0.06371599
106,0.19063771,0.8093623
107,0.18833739,0.8116626
108,0.96273726,0.037262738
109,0.055608153,0.94439185
110,0.05807066,0.94192934
111,0.18988705,0.81011295
112,0.49642783,0.50357217
113,0.3805951,0.6194049
114,0.32820874,0.67179126
115,0.09895718,0.9010428
116,0.5874677,0.41253236
117,0.7133057,0.28669432
118,0.4485793,0.5514207
119,0.54119104,0.45880896
120,0.6643199,0.33568013
121,0.48934507,0.5106549
122,0.45543754,0.54456246
123,0.18262714,0.81737286
124,0.33786207,0.6621379
125,0.6236795,0.37632048
126,0.18262184,0.81737816
127,0.017858982,0.982141
128,0.89886934,0.101130664
129,0.054448903,0.9455511
130,0.021067142,0.97893286
131,0.5558535,0.44414654
132,0.17203695,0.82796305
133,0.5717664,0.4282336
134,0.2857129,0.7142871
135,0.211483,0.788517
136,0.08368492,0.9163151
137,0.10199708,0.8980029
138,0.7848333,0.21516669
139,0.88540214,0.11459784
140,0.07542175,0.92457825
141,0.49821293,0.50178707
142,0.84904134,0.15095869
143,0.21150315,0.78849685
144,0.053936362,0.94606364
145,0.840171,0.15982902
146,0.62887603,0.37112397
147,0.17853916,0.82146084
148,0.30288303,0.697117
149,0.9795989,0.020401109
150,0.120994866,0.87900513
151,0.6174157,0.38258427
152,0.5911881,0.40881193
153,0.32497174,0.67502826
154,0.42223054,0.57776946
155,0.088600576,0.9113994
156,0.06401241,0.9359876
157,0.1362378,0.8637622
158,0.08726311,0.9127369
159,0.079595685,0.9204043
160,0.2796877,0.7203123
161,0.49978447,0.50021553
162,0.13013083,0.8698692
163,0.89526075,0.10473923
164,0.055558145,0.94444185
165,0.94596225,0.054037765
166,0.37687808,0.6231219
167,0.20062816,0.79937184
168,0.015207171,0.9847928
169,0.21942514,0.78057486
170,0.33603668,0.6639633
171,0.080040455,0.91995955
172,0.23184836,0.76815164
173,0.31894737,0.6810526
174,0.062202394,0.9377976
175,0.34667766,0.65332234
176,0.04701376,0.95298624
177,0.730325,0.269675
178,0.018722117,0.9812779
179,0.74054027,0.25945973
180,0.38126576,0.61873424
181,0.44183582,0.5581642
182,0.119169176,0.8808308
183,0.10810053,0.89189947
184,0.924073,0.07592702
185,0.26710743,0.7328926
186,0.5167788,0.4832212
187,0.05352384,0.94647616
188,0.28176236,0.71823764
189,0.8216708,0.1783292
190,0.12705708,0.8729429
191,0.3467142,0.6532858
192,0.009787381,0.9902126
193,0.3945167,0.6054833
194,0.30052054,0.69947946
195,0.2555126,0.7444874
196,0.12081492,0.8791851
197,0.4377166,0.5622834
198,0.029939234,0.97006077
199,0.14217359,0.8578264
200,0.49231827,0.5076817
201,0.32652593,0.6734741
202,0.3817075,0.6182925
203,0.017202377,0.9827976
204,0.0349952,0.9650048
205,0.23426235,0.76573765
206,0.4327333,0.5672667
207,0.08943415,0.91056585
208,0.3948834,0.6051166
209,0.21131426,0.78868574
210,0.31580895,0.68419105
211,0.7050279,0.29497212
212,0.110604525,0.8893955
213,0.23439795,0.76560205
214,0.07878953,0.92121047
215,0.8086047,0.1913953
216,0.0516662,0.9483338
217,0.22809857,0.7719014
218,0.3158118,0.6841882
219,0.021897256,0.97810274
220,0.076551616,0.9234484
221,0.7170021,0.2829979
222,0.027520955,0.97247905
223,0.08405852,0.9159415
224,0.2792756,0.7207244
225,0.115226746,0.88477325
226,0.5308086,0.46919137
227,0.25295508,0.7470449
228,0.26601923,0.7339808
229,0.04796034,0.95203966
230,0.07116079,0.9288392
231,0.10377902,0.896221
232,0.03403771,0.9659623
233,0.58632404,0.41367596
234,0.29571956,0.70428044
235,0.031024158,0.96897584
236,0.08969325,0.91030675
237,0.93253976,0.06746022
238,0.21324104,0.78675896
239,0.60593784,0.39406216
240,0.94341743,0.05658259
241,0.7385955,0.26140454
242,0.23980993,0.76019007
243,0.040867627,0.9591324
244,0.7018714,0.2981286
245,0.31819028,0.6818097
246,0.15928262,0.8407174
247,0.048145294,0.9518547
248,0.6364646,0.36353543
249,0.19203925,0.80796075
250,0.26993185,0.73006815
251,0.18485004,0.81514996
252,0.6843946,0.3156054
253,0.27591592,0.7240841
254,0.8322383,0.16776168
255,0.58049333,0.4195067
256,0.06933588,0.9306641
257,0.5919746,0.40802538
258,0.2267217,0.7732783
259,0.11413354,0.88586646
260,0.58505285,0.41494715
261,0.7301738,0.26982614
262,0.07345474,0.92654526
263,0.10607457,0.8939254
264,0.18281752,0.8171825
265,0.69368726,0.30631274
266,0.53021336,0.46978664
267,0.45134127,0.5486587
268,0.06579375,0.93420625
269,0.03695357,0.96304643
270,0.045414865,0.95458513
271,0.30492312,0.6950769
272,0.22887349,0.7711265
273,0.647971,0.35202903
274,0.7010975,0.29890254
275,0.2686591,0.7313409
276,0.02285558,0.9771444
277,0.23437047,0.76562953
278,0.9229324,0.07706764
279,0.5879929,0.4120071
280,0.07384306,0.92615694
281,0.73537046,0.26462954
282,0.026358724,0.9736413
283,0.06428212,0.9357179
284,0.26955736,0.73044264
285,0.28371525,0.71628475
286,0.028429806,0.9715702
287,0.9389237,0.0610763
288,0.32205445,0.67794555
289,0.30693847,0.69306153
290,0.01789105,0.98210895
291,0.63832456,0.36167544
292,0.34543878,0.6545612
293,0.53483933,0.46516067
294,0.603577,0.396423
295,0.11537832,0.8846217
296,0.21001065,0.78998935
297,0.5823946,0.41760543
298,0.796808,0.20319201
299,0.031818867,0.96818113
300,0.7171979,0.2828021
301,0.12149185,0.87850815
302,0.25059432,0.7494057
303,0.12327385,0.87672615
304,0.9407615,0.059238505
305,0.14277452,0.8572255
306,0.16160917,0.8383908
307,0.58221227,0.41778773
308,0.2978797,0.7021203
309,0.2450394,0.7549606
310,0.47258246,0.52741754
311,0.26647842,0.7335216
312,0.08797181,0.9120282
313,0.18379772,0.8162023
314,0.35132915,0.64867085
315,0.8486497,0.15135033
316,0.51859295,0.48140702
317,0.8277631,0.1722369
318,0.21755254,0.78244746
319,0.6448824,0.35511762
320,0.15922987,0.8407701
321,0.20394844,0.79605156
322,0.79436904,0.20563096
323,0.11782539,0.8821746
324,0.14446133,0.85553867
325,0.07495314,0.92504686
326,0.651034,0.348966
327,0.87612104,0.123878926
328,0.6089911,0.3910089
329,0.096015215,0.9039848
330,0.7996237,0.2003763
331,0.48638296,0.51361704
332,0.07926518,0.9207348
333,0.56474054,0.4352595
334,0.09613669,0.9038633
335,0.6725542,0.3274458
336,0.2126078,0.7873922
337,0.34865117,0.6513488
338,0.06860244,0.93139756
339,0.94074607,0.05925396
340,0.64200795,0.35799202
341,0.26609105,0.73390895
342,0.16831112,0.8316889
343,0.11201537,0.88798463
344,0.46705586,0.53294414
345,0.049323916,0.9506761
346,0.41563058,0.5843694
347,0.42555314,0.57444686
348,0.8944447,0.105555296
349,0.041691482,0.9583085
350,0.29695284,0.70304716
351,0.041964233,0.95803577
352,0.04008937,0.95991063
353,0.015909016,0.984091
354,0.43068755,0.56931245
355,0.13089865,0.86910135
356,0.25219506,0.74780494
357,0.028615117,0.9713849
358,0.48007447,0.51992553
359,0.11677283,0.88322717
360,0.64105415,0.35894585
361,0.074267745,0.92573225
362,0.55840373,0.44159627
363,0.2754802,0.7245198
364,0.24598294,0.75401706
365,0.38083154,0.61916846
366,0.12965113,0.8703489
367,0.86388767,0.13611236
368,0.23223281,0.7677672
369,0.07736546,0.92263454
370,0.76797926,0.23202077
371,0.625007,0.37499303
372,0.57356095,0.42643902
373,0.061826408,0.9381736
374,0.12089831,0.8791017
375,0.29025608,0.7097439
376,0.62560916,0.37439087
377,0.43406606,0.56593394
378,0.03992945,0.96007055
379,0.011233747,0.98876625
380,0.45187336,0.54812664
381,0.06630379,0.9336962
382,0.24922603,0.75077397
383,0.41082513,0.58917487
384,0.8532056,0.14679438
385,0.36190826,0.63809174
386,0.4792642,0.5207358
387,0.27807695,0.72192305
388,0.3011847,0.6988153
389,0.29028195,0.70971805
390,0.53525436,0.4647456
391,0.6820651,0.31793487
392,0.16502494,0.83497506
393,0.17574114,0.82425886
394,0.53269935,0.46730068
395,0.67140186,0.3285981
396,0.8362815,0.16371852
397,0.53246456,0.46753544
398,0.4773686,0.5226314
399,0.309919,0.690081
400,0.7775599,0.22244011
401,0.83847463,0.1615254
402,0.53586155,0.46413845
403,0.42848873,0.57151127
404,0.8902245,0.10977546
405,0.5711616,0.42883834
406,0.808146,0.19185399
407,0.07124251,0.9287575
408,0.14925301,0.850747
409,0.6613502,0.3386498
410,0.35302132,0.6469787
411,0.27192938,0.7280706
412,0.85623956,0.14376043
413,0.018672526,0.9813275
414,0.13790542,0.8620946
415,0.69461125,0.30538875
416,0.06266171,0.9373383
417,0.18441439,0.8155856
418,0.080046,0.919954
419,0.33688074,0.66311926
420,0.07663077,0.9233692
421,0.3384589,0.6615411
422,0.18649983,0.81350017
423,0.51483583,0.48516414
424,0.20088822,0.7991118
425,0.9300495,0.06995054
426,0.6951107,0.30488932
427,0.65230614,0.34769386
428,0.052122355,0.94787765
429,0.2870925,0.7129075
430,0.16938359,0.8306164
431,0.74036163,0.25963837
432,0.04752016,0.95247984
433,0.43324935,0.56675065
434,0.39525855,0.60474145
435,0.21193475,0.78806525
436,0.87069535,0.12930462
437,0.44742537,0.55257463
438,0.007017851,0.99298215
439,0.06453264,0.93546736
440,0.17804563,0.82195437
441,0.58023447,0.41976553
442,0.7247549,0.27524504
443,0.44904137,0.55095863
444,0.213803,0.786197
445,0.32387918,0.6761208
446,0.16068202,0.839318
447,0.12080109,0.8791989
448,0.036863565,0.96313643
449,0.14109677,0.8589032
450,0.9566167,0.04338331
451,0.8473554,0.15264456
452,0.23605418,0.7639458
453,0.32195342,0.6780466
454,0.38077015,0.61922985
455,0.08979386,0.91020614
456,0.6815227,0.31847727
457,0.11103499,0.888965
458,0.44382298,0.556177
459,0.37921894,0.62078106
460,0.04221356,0.95778644
461,0.62571925,0.37428075
462,0.68423647,0.31576353
463,0.08787596,0.91212404
464,0.33706868,0.6629313
465,0.6323633,0.3676367
466,0.1904428,0.8095572
467,0.5964693,0.40353072
468,0.16772538,0.8322746
469,0.2149334,0.7850666
470,0.86183536,0.13816465
471,0.59838843,0.40161154
472,0.7040808,0.29591915
473,0.85945225,0.14054772
474,0.41408688,0.5859131
475,0.68943655,0.31056342
476,0.2765993,0.7234007
477,0.26123208,0.7387679
478,0.439453,0.560547
479,0.13909435,0.86090565
480,0.29604834,0.70395166
481,0.16336882,0.8366312
482,0.43476087,0.56523913
483,0.037023902,0.9629761
484,0.20535529,0.7946447
485,0.10685575,0.89314425
486,0.58024704,0.41975293
487,0.78580916,0.21419087
488,0.527498,0.47250196
489,0.58981764,0.41018236
490,0.74643004,0.25356993
491,0.48330766,0.51669234
492,0.06504929,0.9349507
493,0.123803854,0.87619615
494,0.45041782,0.5495822
495,0.0671885,0.9328115
496,0.020986438,0.97901356
497,0.4829688,0.5170312
498,0.5131021,0.4868979
499,0.39034784,0.60965216
500,0.34345907,0.65654093
501,0.1216234,0.8783766
502,0.12501836,0.87498164
503,0.103171825,0.8968282
504,0.033836424,0.9661636
505,0.55600345,0.44399655
506,0.38883513,0.61116487
507,0.9412054,0.05879459
508,0.064890206,0.9351098
509,0.017512262,0.98248774
510,0.14430511,0.8556949
511,0.04714507,0.95285493
512,0.96363264,0.03636734
513,0.25305444,0.74694556
514,0.072235405,0.9277646
515,0.0641554,0.9358446
516,0.5385273,0.4614727
517,0.084611654,0.91538835
518,0.18345678,0.8165432
519,0.39138472,0.6086153
520,0.374027,0.625973
521,0.06625366,0.93374634
522,0.38190806,0.61809194
523,0.18170989,0.8182901
524,0.38896787,0.6110321
525,0.12180972,0.8781903
526,0.052653313,0.9473467
527,0.8589448,0.14105524
528,0.2858494,0.7141506
529,0.06991768,0.9300823
530,0.026570916,0.9734291
531,0.44762528,0.5523747
532,0.47027415,0.52972585
533,0.85530025,0.14469974
534,0.6613567,0.33864334
535,0.14144892,0.8585511
536,0.16670161,0.8332984
537,0.12487006,0.87512994
538,0.9450566,0.054943405
539,0.02064091,0.9793591
540,0.30901378,0.6909862
541,0.4472506,0.5527494
542,0.23923051,0.7607695
543,0.5001684,0.49983162
544,0.1461668,0.8538332
545,0.63214195,0.36785808
546,0.10408932,0.8959107
547,0.41015244,0.58984756
548,0.46747828,0.5325217
549,0.1776154,0.8223846
550,0.19032705,0.80967295
551,0.69065964,0.30934036
552,0.06331146,0.93668854
553,0.27863795,0.72136205
554,0.07545477,0.9245452
555,0.52755797,0.47244203
556,0.13509822,0.8649018
557,0.60440284,0.39559716
558,0.019809663,0.98019034
559,0.822816,0.17718402
560,0.6465061,0.35349396
561,0.03449917,0.96550083
562,0.8934595,0.106540516
563,0.17118925,0.82881075
564,0.13002074,0.86997926
565,0.47632682,0.5236732
566,0.47288966,0.52711034
567,0.77556866,0.22443134
568,0.654017,0.345983
569,0.6924817,0.3075183
570,0.49598283,0.5040172
571,0.63951313,0.3604869
572,0.30184072,0.6981593
573,0.8627145,0.13728549
574,0.95520294,0.044797093
575,0.14137834,0.85862166
576,0.38288474,0.61711526
577,0.09673488,0.9032651
578,0.8302027,0.16979727
579,0.70531166,0.29468834
